CBSA Code,CBSA Title,county_fips,County/County Equivalent,State Name,cbsa_title_clean,cbsa_title,population_2024
15980,"Cape Coral-Fort Myers, FL",12071,Lee County,Florida,"Cape Coral-Fort Myers, FL",".Cape Coral-Fort Myers, FL Metro Area",860959.0
16020,"Cape Girardeau, MO-IL",17003,Alexander County,Illinois,"Cape Girardeau, MO-IL",".Cape Girardeau, MO-IL Metro Area",98862.0
16020,"Cape Girardeau, MO-IL",29017,Bollinger County,Missouri,"Cape Girardeau, MO-IL",".Cape Girardeau, MO-IL Metro Area",98862.0
16020,"Cape Girardeau, MO-IL",29031,Cape Girardeau County,Missouri,"Cape Girardeau, MO-IL",".Cape Girardeau, MO-IL Metro Area",98862.0
16180,"Carson City, NV",32510,Carson City,Nevada,"Carson City, NV",".Carson City, NV Metro Area",58148.0
16220,"Casper, WY",56025,Natrona County,Wyoming,"Casper, WY",".Casper, WY Metro Area",80410.0
16300,"Cedar Rapids, IA",19011,Benton County,Iowa,"Cedar Rapids, IA",".Cedar Rapids, IA Metro Area",278677.0
16300,"Cedar Rapids, IA",19105,Jones County,Iowa,"Cedar Rapids, IA",".Cedar Rapids, IA Metro Area",278677.0
16300,"Cedar Rapids, IA",19113,Linn County,Iowa,"Cedar Rapids, IA",".Cedar Rapids, IA Metro Area",278677.0
16540,"Chambersburg, PA",42055,Franklin County,Pennsylvania,"Chambersburg, PA",".Chambersburg, PA Metro Area",159285.0
16580,"Champaign-Urbana, IL",17019,Champaign County,Illinois,"Champaign-Urbana, IL",".Champaign-Urbana, IL Metro Area",242453.0
16580,"Champaign-Urbana, IL",17053,Ford County,Illinois,"Champaign-Urbana, IL",".Champaign-Urbana, IL Metro Area",242453.0
16580,"Champaign-Urbana, IL",17147,Piatt County,Illinois,"Champaign-Urbana, IL",".Champaign-Urbana, IL Metro Area",242453.0
16620,"Charleston, WV",54005,Boone County,West Virginia,"Charleston, WV",".Charleston, WV Metro Area",202091.0
16620,"Charleston, WV",54015,Clay County,West Virginia,"Charleston, WV",".Charleston, WV Metro Area",202091.0
16620,"Charleston, WV",54039,Kanawha County,West Virginia,"Charleston, WV",".Charleston, WV Metro Area",202091.0
16700,"Charleston-North Charleston, SC",45015,Berkeley County,South Carolina,"Charleston-North Charleston, SC",".Charleston-North Charleston, SC Metro Area",869940.0
16700,"Charleston-North Charleston, SC",45019,Charleston County,South Carolina,"Charleston-North Charleston, SC",".Charleston-North Charleston, SC Metro Area",869940.0
16700,"Charleston-North Charleston, SC",45035,Dorchester County,South Carolina,"Charleston-North Charleston, SC",".Charleston-North Charleston, SC Metro Area",869940.0
16740,"Charlotte-Concord-Gastonia, NC-SC",37007,Anson County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16740,"Charlotte-Concord-Gastonia, NC-SC",37025,Cabarrus County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16740,"Charlotte-Concord-Gastonia, NC-SC",37071,Gaston County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16740,"Charlotte-Concord-Gastonia, NC-SC",37097,Iredell County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16740,"Charlotte-Concord-Gastonia, NC-SC",37109,Lincoln County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16740,"Charlotte-Concord-Gastonia, NC-SC",37119,Mecklenburg County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16740,"Charlotte-Concord-Gastonia, NC-SC",37159,Rowan County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16740,"Charlotte-Concord-Gastonia, NC-SC",37179,Union County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16740,"Charlotte-Concord-Gastonia, NC-SC",45023,Chester County,South Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16740,"Charlotte-Concord-Gastonia, NC-SC",45057,Lancaster County,South Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16740,"Charlotte-Concord-Gastonia, NC-SC",45091,York County,South Carolina,"Charlotte-Concord-Gastonia, NC-SC",".Charlotte-Concord-Gastonia, NC-SC Metro Area",2883370.0
16820,"Charlottesville, VA",51003,Albemarle County,Virginia,"Charlottesville, VA",".Charlottesville, VA Metro Area",227336.0
16820,"Charlottesville, VA",51065,Fluvanna County,Virginia,"Charlottesville, VA",".Charlottesville, VA Metro Area",227336.0
16820,"Charlottesville, VA",51079,Greene County,Virginia,"Charlottesville, VA",".Charlottesville, VA Metro Area",227336.0
16820,"Charlottesville, VA",51125,Nelson County,Virginia,"Charlottesville, VA",".Charlottesville, VA Metro Area",227336.0
16820,"Charlottesville, VA",51540,Charlottesville city,Virginia,"Charlottesville, VA",".Charlottesville, VA Metro Area",227336.0
16860,"Chattanooga, TN-GA",13047,Catoosa County,Georgia,"Chattanooga, TN-GA",".Chattanooga, TN-GA Metro Area",588050.0
16860,"Chattanooga, TN-GA",13083,Dade County,Georgia,"Chattanooga, TN-GA",".Chattanooga, TN-GA Metro Area",588050.0
16860,"Chattanooga, TN-GA",13295,Walker County,Georgia,"Chattanooga, TN-GA",".Chattanooga, TN-GA Metro Area",588050.0
16860,"Chattanooga, TN-GA",47065,Hamilton County,Tennessee,"Chattanooga, TN-GA",".Chattanooga, TN-GA Metro Area",588050.0
16860,"Chattanooga, TN-GA",47115,Marion County,Tennessee,"Chattanooga, TN-GA",".Chattanooga, TN-GA Metro Area",588050.0
16860,"Chattanooga, TN-GA",47153,Sequatchie County,Tennessee,"Chattanooga, TN-GA",".Chattanooga, TN-GA Metro Area",588050.0
16940,"Cheyenne, WY",56021,Laramie County,Wyoming,"Cheyenne, WY",".Cheyenne, WY Metro Area",101783.0
16980,"Chicago-Naperville-Elgin, IL-IN",17031,Cook County,Illinois,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",17043,DuPage County,Illinois,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",17063,Grundy County,Illinois,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",17111,McHenry County,Illinois,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",17197,Will County,Illinois,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",17037,DeKalb County,Illinois,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",17089,Kane County,Illinois,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",17093,Kendall County,Illinois,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",17097,Lake County,Illinois,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",18073,Jasper County,Indiana,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",18089,Lake County,Indiana,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",18111,Newton County,Indiana,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
16980,"Chicago-Naperville-Elgin, IL-IN",18127,Porter County,Indiana,"Chicago-Naperville-Elgin, IL-IN",".Chicago-Naperville-Elgin, IL-IN Metro Area",9408576.0
17020,"Chico, CA",06007,Butte County,California,"Chico, CA",".Chico, CA Metro Area",208334.0
17140,"Cincinnati, OH-KY-IN",18029,Dearborn County,Indiana,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",18047,Franklin County,Indiana,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",18115,Ohio County,Indiana,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",21015,Boone County,Kentucky,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",21023,Bracken County,Kentucky,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",21037,Campbell County,Kentucky,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",21077,Gallatin County,Kentucky,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",21081,Grant County,Kentucky,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",21117,Kenton County,Kentucky,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",21191,Pendleton County,Kentucky,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",39015,Brown County,Ohio,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",39017,Butler County,Ohio,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",39025,Clermont County,Ohio,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",39061,Hamilton County,Ohio,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17140,"Cincinnati, OH-KY-IN",39165,Warren County,Ohio,"Cincinnati, OH-KY-IN",".Cincinnati, OH-KY-IN Metro Area",2302815.0
17300,"Clarksville, TN-KY",21047,Christian County,Kentucky,"Clarksville, TN-KY",".Clarksville, TN-KY Metro Area",345955.0
17300,"Clarksville, TN-KY",21221,Trigg County,Kentucky,"Clarksville, TN-KY",".Clarksville, TN-KY Metro Area",345955.0
17300,"Clarksville, TN-KY",47125,Montgomery County,Tennessee,"Clarksville, TN-KY",".Clarksville, TN-KY Metro Area",345955.0
17300,"Clarksville, TN-KY",47161,Stewart County,Tennessee,"Clarksville, TN-KY",".Clarksville, TN-KY Metro Area",345955.0
17410,"Cleveland, OH",39007,Ashtabula County,Ohio,"Cleveland, OH",".Cleveland, OH Metro Area",2171877.0
17410,"Cleveland, OH",39035,Cuyahoga County,Ohio,"Cleveland, OH",".Cleveland, OH Metro Area",2171877.0
17410,"Cleveland, OH",39055,Geauga County,Ohio,"Cleveland, OH",".Cleveland, OH Metro Area",2171877.0
17410,"Cleveland, OH",39085,Lake County,Ohio,"Cleveland, OH",".Cleveland, OH Metro Area",2171877.0
17410,"Cleveland, OH",39093,Lorain County,Ohio,"Cleveland, OH",".Cleveland, OH Metro Area",2171877.0
17410,"Cleveland, OH",39103,Medina County,Ohio,"Cleveland, OH",".Cleveland, OH Metro Area",2171877.0
17420,"Cleveland, TN",47011,Bradley County,Tennessee,"Cleveland, TN",".Cleveland, TN Metro Area",132120.0
17420,"Cleveland, TN",47139,Polk County,Tennessee,"Cleveland, TN",".Cleveland, TN Metro Area",132120.0
17660,"Coeur d'Alene, ID",16055,Kootenai County,Idaho,"Coeur d'Alene, ID",".Coeur d'Alene, ID Metro Area",188323.0
17780,"College Station-Bryan, TX",48041,Brazos County,Texas,"College Station-Bryan, TX",".College Station-Bryan, TX Metro Area",287462.0
17780,"College Station-Bryan, TX",48051,Burleson County,Texas,"College Station-Bryan, TX",".College Station-Bryan, TX Metro Area",287462.0
17780,"College Station-Bryan, TX",48395,Robertson County,Texas,"College Station-Bryan, TX",".College Station-Bryan, TX Metro Area",287462.0
17820,"Colorado Springs, CO",08041,El Paso County,Colorado,"Colorado Springs, CO",".Colorado Springs, CO Metro Area",777634.0
17820,"Colorado Springs, CO",08119,Teller County,Colorado,"Colorado Springs, CO",".Colorado Springs, CO Metro Area",777634.0
17860,"Columbia, MO",29019,Boone County,Missouri,"Columbia, MO",".Columbia, MO Metro Area",219426.0
17860,"Columbia, MO",29053,Cooper County,Missouri,"Columbia, MO",".Columbia, MO Metro Area",219426.0
17860,"Columbia, MO",29089,Howard County,Missouri,"Columbia, MO",".Columbia, MO Metro Area",219426.0
17900,"Columbia, SC",45017,Calhoun County,South Carolina,"Columbia, SC",".Columbia, SC Metro Area",870193.0
17900,"Columbia, SC",45039,Fairfield County,South Carolina,"Columbia, SC",".Columbia, SC Metro Area",870193.0
17900,"Columbia, SC",45055,Kershaw County,South Carolina,"Columbia, SC",".Columbia, SC Metro Area",870193.0
17900,"Columbia, SC",45063,Lexington County,South Carolina,"Columbia, SC",".Columbia, SC Metro Area",870193.0
17900,"Columbia, SC",45079,Richland County,South Carolina,"Columbia, SC",".Columbia, SC Metro Area",870193.0
17900,"Columbia, SC",45081,Saluda County,South Carolina,"Columbia, SC",".Columbia, SC Metro Area",870193.0
17980,"Columbus, GA-AL",01113,Russell County,Alabama,"Columbus, GA-AL",".Columbus, GA-AL Metro Area",324343.0
17980,"Columbus, GA-AL",13053,Chattahoochee County,Georgia,"Columbus, GA-AL",".Columbus, GA-AL Metro Area",324343.0
17980,"Columbus, GA-AL",13145,Harris County,Georgia,"Columbus, GA-AL",".Columbus, GA-AL Metro Area",324343.0
17980,"Columbus, GA-AL",13197,Marion County,Georgia,"Columbus, GA-AL",".Columbus, GA-AL Metro Area",324343.0
17980,"Columbus, GA-AL",13215,Muscogee County,Georgia,"Columbus, GA-AL",".Columbus, GA-AL Metro Area",324343.0
17980,"Columbus, GA-AL",13259,Stewart County,Georgia,"Columbus, GA-AL",".Columbus, GA-AL Metro Area",324343.0
17980,"Columbus, GA-AL",13263,Talbot County,Georgia,"Columbus, GA-AL",".Columbus, GA-AL Metro Area",324343.0
18020,"Columbus, IN",18005,Bartholomew County,Indiana,"Columbus, IN",".Columbus, IN Metro Area",84741.0
18140,"Columbus, OH",39041,Delaware County,Ohio,"Columbus, OH",".Columbus, OH Metro Area",2225377.0
18140,"Columbus, OH",39045,Fairfield County,Ohio,"Columbus, OH",".Columbus, OH Metro Area",2225377.0
18140,"Columbus, OH",39049,Franklin County,Ohio,"Columbus, OH",".Columbus, OH Metro Area",2225377.0
18140,"Columbus, OH",39073,Hocking County,Ohio,"Columbus, OH",".Columbus, OH Metro Area",2225377.0
18140,"Columbus, OH",39089,Licking County,Ohio,"Columbus, OH",".Columbus, OH Metro Area",2225377.0
18140,"Columbus, OH",39097,Madison County,Ohio,"Columbus, OH",".Columbus, OH Metro Area",2225377.0
18140,"Columbus, OH",39117,Morrow County,Ohio,"Columbus, OH",".Columbus, OH Metro Area",2225377.0
18140,"Columbus, OH",39127,Perry County,Ohio,"Columbus, OH",".Columbus, OH Metro Area",2225377.0
18140,"Columbus, OH",39129,Pickaway County,Ohio,"Columbus, OH",".Columbus, OH Metro Area",2225377.0
18140,"Columbus, OH",39159,Union County,Ohio,"Columbus, OH",".Columbus, OH Metro Area",2225377.0
18580,"Corpus Christi, TX",48007,Aransas County,Texas,"Corpus Christi, TX",".Corpus Christi, TX Metro Area",450187.0
18580,"Corpus Christi, TX",48355,Nueces County,Texas,"Corpus Christi, TX",".Corpus Christi, TX Metro Area",450187.0
18580,"Corpus Christi, TX",48409,San Patricio County,Texas,"Corpus Christi, TX",".Corpus Christi, TX Metro Area",450187.0
18700,"Corvallis, OR",41003,Benton County,Oregon,"Corvallis, OR",".Corvallis, OR Metro Area",98899.0
18880,"Crestview-Fort Walton Beach-Destin, FL",12091,Okaloosa County,Florida,"Crestview-Fort Walton Beach-Destin, FL",".Crestview-Fort Walton Beach-Destin, FL Metro Area",310149.0
18880,"Crestview-Fort Walton Beach-Destin, FL",12131,Walton County,Florida,"Crestview-Fort Walton Beach-Destin, FL",".Crestview-Fort Walton Beach-Destin, FL Metro Area",310149.0
19100,"Dallas-Fort Worth-Arlington, TX",48085,Collin County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19100,"Dallas-Fort Worth-Arlington, TX",48113,Dallas County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19100,"Dallas-Fort Worth-Arlington, TX",48121,Denton County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19100,"Dallas-Fort Worth-Arlington, TX",48139,Ellis County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19100,"Dallas-Fort Worth-Arlington, TX",48231,Hunt County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19100,"Dallas-Fort Worth-Arlington, TX",48257,Kaufman County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19100,"Dallas-Fort Worth-Arlington, TX",48397,Rockwall County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19100,"Dallas-Fort Worth-Arlington, TX",48251,Johnson County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19100,"Dallas-Fort Worth-Arlington, TX",48367,Parker County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19100,"Dallas-Fort Worth-Arlington, TX",48439,Tarrant County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19100,"Dallas-Fort Worth-Arlington, TX",48497,Wise County,Texas,"Dallas-Fort Worth-Arlington, TX",".Dallas-Fort Worth-Arlington, TX Metro Area",8344032.0
19140,"Dalton, GA",13213,Murray County,Georgia,"Dalton, GA",".Dalton, GA Metro Area",146386.0
19140,"Dalton, GA",13313,Whitfield County,Georgia,"Dalton, GA",".Dalton, GA Metro Area",146386.0
19300,"Daphne-Fairhope-Foley, AL",01003,Baldwin County,Alabama,"Daphne-Fairhope-Foley, AL",".Daphne-Fairhope-Foley, AL Metro Area",261608.0
19340,"Davenport-Moline-Rock Island, IA-IL",17073,Henry County,Illinois,"Davenport-Moline-Rock Island, IA-IL",".Davenport-Moline-Rock Island, IA-IL Metro Area",381801.0
19340,"Davenport-Moline-Rock Island, IA-IL",17131,Mercer County,Illinois,"Davenport-Moline-Rock Island, IA-IL",".Davenport-Moline-Rock Island, IA-IL Metro Area",381801.0
19340,"Davenport-Moline-Rock Island, IA-IL",17161,Rock Island County,Illinois,"Davenport-Moline-Rock Island, IA-IL",".Davenport-Moline-Rock Island, IA-IL Metro Area",381801.0
19340,"Davenport-Moline-Rock Island, IA-IL",19163,Scott County,Iowa,"Davenport-Moline-Rock Island, IA-IL",".Davenport-Moline-Rock Island, IA-IL Metro Area",381801.0
19430,"Dayton-Kettering-Beavercreek, OH",39057,Greene County,Ohio,"Dayton-Kettering-Beavercreek, OH",".Dayton-Kettering-Beavercreek, OH Metro Area",821740.0
19430,"Dayton-Kettering-Beavercreek, OH",39109,Miami County,Ohio,"Dayton-Kettering-Beavercreek, OH",".Dayton-Kettering-Beavercreek, OH Metro Area",821740.0
19430,"Dayton-Kettering-Beavercreek, OH",39113,Montgomery County,Ohio,"Dayton-Kettering-Beavercreek, OH",".Dayton-Kettering-Beavercreek, OH Metro Area",821740.0
19460,"Decatur, AL",01079,Lawrence County,Alabama,"Decatur, AL",".Decatur, AL Metro Area",159651.0
19460,"Decatur, AL",01103,Morgan County,Alabama,"Decatur, AL",".Decatur, AL Metro Area",159651.0
19500,"Decatur, IL",17115,Macon County,Illinois,"Decatur, IL",".Decatur, IL Metro Area",100737.0
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12035,Flagler County,Florida,"Deltona-Daytona Beach-Ormond Beach, FL",".Deltona-Daytona Beach-Ormond Beach, FL Metro Area",739516.0
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12127,Volusia County,Florida,"Deltona-Daytona Beach-Ormond Beach, FL",".Deltona-Daytona Beach-Ormond Beach, FL Metro Area",739516.0
19740,"Denver-Aurora-Centennial, CO",08001,Adams County,Colorado,"Denver-Aurora-Centennial, CO",".Denver-Aurora-Centennial, CO Metro Area",3052498.0
19740,"Denver-Aurora-Centennial, CO",08005,Arapahoe County,Colorado,"Denver-Aurora-Centennial, CO",".Denver-Aurora-Centennial, CO Metro Area",3052498.0
19740,"Denver-Aurora-Centennial, CO",08014,Broomfield County,Colorado,"Denver-Aurora-Centennial, CO",".Denver-Aurora-Centennial, CO Metro Area",3052498.0
19740,"Denver-Aurora-Centennial, CO",08019,Clear Creek County,Colorado,"Denver-Aurora-Centennial, CO",".Denver-Aurora-Centennial, CO Metro Area",3052498.0
19740,"Denver-Aurora-Centennial, CO",08031,Denver County,Colorado,"Denver-Aurora-Centennial, CO",".Denver-Aurora-Centennial, CO Metro Area",3052498.0
19740,"Denver-Aurora-Centennial, CO",08035,Douglas County,Colorado,"Denver-Aurora-Centennial, CO",".Denver-Aurora-Centennial, CO Metro Area",3052498.0
19740,"Denver-Aurora-Centennial, CO",08039,Elbert County,Colorado,"Denver-Aurora-Centennial, CO",".Denver-Aurora-Centennial, CO Metro Area",3052498.0
19740,"Denver-Aurora-Centennial, CO",08047,Gilpin County,Colorado,"Denver-Aurora-Centennial, CO",".Denver-Aurora-Centennial, CO Metro Area",3052498.0
19740,"Denver-Aurora-Centennial, CO",08059,Jefferson County,Colorado,"Denver-Aurora-Centennial, CO",".Denver-Aurora-Centennial, CO Metro Area",3052498.0
19740,"Denver-Aurora-Centennial, CO",08093,Park County,Colorado,"Denver-Aurora-Centennial, CO",".Denver-Aurora-Centennial, CO Metro Area",3052498.0
19780,"Des Moines-West Des Moines, IA",19049,Dallas County,Iowa,"Des Moines-West Des Moines, IA",".Des Moines-West Des Moines, IA Metro Area",753913.0
19780,"Des Moines-West Des Moines, IA",19077,Guthrie County,Iowa,"Des Moines-West Des Moines, IA",".Des Moines-West Des Moines, IA Metro Area",753913.0
19780,"Des Moines-West Des Moines, IA",19099,Jasper County,Iowa,"Des Moines-West Des Moines, IA",".Des Moines-West Des Moines, IA Metro Area",753913.0
19780,"Des Moines-West Des Moines, IA",19121,Madison County,Iowa,"Des Moines-West Des Moines, IA",".Des Moines-West Des Moines, IA Metro Area",753913.0
19780,"Des Moines-West Des Moines, IA",19153,Polk County,Iowa,"Des Moines-West Des Moines, IA",".Des Moines-West Des Moines, IA Metro Area",753913.0
19780,"Des Moines-West Des Moines, IA",19181,Warren County,Iowa,"Des Moines-West Des Moines, IA",".Des Moines-West Des Moines, IA Metro Area",753913.0
19820,"Detroit-Warren-Dearborn, MI",26163,Wayne County,Michigan,"Detroit-Warren-Dearborn, MI",".Detroit-Warren-Dearborn, MI Metro Area",4400578.0
19820,"Detroit-Warren-Dearborn, MI",26087,Lapeer County,Michigan,"Detroit-Warren-Dearborn, MI",".Detroit-Warren-Dearborn, MI Metro Area",4400578.0
19820,"Detroit-Warren-Dearborn, MI",26093,Livingston County,Michigan,"Detroit-Warren-Dearborn, MI",".Detroit-Warren-Dearborn, MI Metro Area",4400578.0
19820,"Detroit-Warren-Dearborn, MI",26099,Macomb County,Michigan,"Detroit-Warren-Dearborn, MI",".Detroit-Warren-Dearborn, MI Metro Area",4400578.0
19820,"Detroit-Warren-Dearborn, MI",26125,Oakland County,Michigan,"Detroit-Warren-Dearborn, MI",".Detroit-Warren-Dearborn, MI Metro Area",4400578.0
19820,"Detroit-Warren-Dearborn, MI",26147,St. Clair County,Michigan,"Detroit-Warren-Dearborn, MI",".Detroit-Warren-Dearborn, MI Metro Area",4400578.0
20020,"Dothan, AL",01061,Geneva County,Alabama,"Dothan, AL",".Dothan, AL Metro Area",154766.0
20020,"Dothan, AL",01067,Henry County,Alabama,"Dothan, AL",".Dothan, AL Metro Area",154766.0
20020,"Dothan, AL",01069,Houston County,Alabama,"Dothan, AL",".Dothan, AL Metro Area",154766.0
20100,"Dover, DE",10001,Kent County,Delaware,"Dover, DE",".Dover, DE Metro Area",192690.0
20220,"Dubuque, IA",19061,Dubuque County,Iowa,"Dubuque, IA",".Dubuque, IA Metro Area",99242.0
20260,"Duluth, MN-WI",27017,Carlton County,Minnesota,"Duluth, MN-WI",".Duluth, MN-WI Metro Area",281815.0
20260,"Duluth, MN-WI",27137,St. Louis County,Minnesota,"Duluth, MN-WI",".Duluth, MN-WI Metro Area",281815.0
20260,"Duluth, MN-WI",55031,Douglas County,Wisconsin,"Duluth, MN-WI",".Duluth, MN-WI Metro Area",281815.0
20500,"Durham-Chapel Hill, NC",37037,Chatham County,North Carolina,"Durham-Chapel Hill, NC",".Durham-Chapel Hill, NC Metro Area",620522.0
20500,"Durham-Chapel Hill, NC",37063,Durham County,North Carolina,"Durham-Chapel Hill, NC",".Durham-Chapel Hill, NC Metro Area",620522.0
20500,"Durham-Chapel Hill, NC",37135,Orange County,North Carolina,"Durham-Chapel Hill, NC",".Durham-Chapel Hill, NC Metro Area",620522.0
20500,"Durham-Chapel Hill, NC",37145,Person County,North Carolina,"Durham-Chapel Hill, NC",".Durham-Chapel Hill, NC Metro Area",620522.0
20580,"Eagle Pass, TX",48323,Maverick County,Texas,"Eagle Pass, TX",".Eagle Pass, TX Metro Area",58829.0
20740,"Eau Claire, WI",55017,Chippewa County,Wisconsin,"Eau Claire, WI",".Eau Claire, WI Metro Area",176153.0
20740,"Eau Claire, WI",55035,Eau Claire County,Wisconsin,"Eau Claire, WI",".Eau Claire, WI Metro Area",176153.0
20940,"El Centro, CA",06025,Imperial County,California,"El Centro, CA",".El Centro, CA Metro Area",181724.0
21060,"Elizabethtown, KY",21093,Hardin County,Kentucky,"Elizabethtown, KY",".Elizabethtown, KY Metro Area",127954.0
21060,"Elizabethtown, KY",21123,Larue County,Kentucky,"Elizabethtown, KY",".Elizabethtown, KY Metro Area",127954.0
21140,"Elkhart-Goshen, IN",18039,Elkhart County,Indiana,"Elkhart-Goshen, IN",".Elkhart-Goshen, IN Metro Area",207436.0
21300,"Elmira, NY",36015,Chemung County,New York,"Elmira, NY",".Elmira, NY Metro Area",81115.0
