CBSA Code,CBSA Title,county_fips,County/County Equivalent,State Name,cbsa_title_clean,cbsa_title,population_2024
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51550,Chesapeake city,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51650,Hampton city,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51700,Newport News city,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51710,Norfolk city,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51735,Poquoson city,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51740,Portsmouth city,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51800,Suffolk city,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51810,Virginia Beach city,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",51830,Williamsburg city,Virginia,"Virginia Beach-Chesapeake-Norfolk, VA-NC",".Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1794278.0
47300,"Visalia, CA",06107,Tulare County,California,"Visalia, CA",".Visalia, CA Metro Area",483546.0
47380,"Waco, TX",48035,Bosque County,Texas,"Waco, TX",".Waco, TX Metro Area",307123.0
47380,"Waco, TX",48145,Falls County,Texas,"Waco, TX",".Waco, TX Metro Area",307123.0
47380,"Waco, TX",48309,McLennan County,Texas,"Waco, TX",".Waco, TX Metro Area",307123.0
47460,"Walla Walla, WA",53071,Walla Walla County,Washington,"Walla Walla, WA",".Walla Walla, WA Metro Area",62068.0
47580,"Warner Robins, GA",13153,Houston County,Georgia,"Warner Robins, GA",".Warner Robins, GA Metro Area",204110.0
47580,"Warner Robins, GA",13225,Peach County,Georgia,"Warner Robins, GA",".Warner Robins, GA Metro Area",204110.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51013,Arlington County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51043,Clarke County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51047,Culpeper County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51059,Fairfax County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51061,Fauquier County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51107,Loudoun County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51153,Prince William County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51157,Rappahannock County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51177,Spotsylvania County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51179,Stafford County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51187,Warren County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51510,Alexandria city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51600,Fairfax city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51610,Falls Church city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51630,Fredericksburg city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51683,Manassas city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51685,Manassas Park city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",54037,Jefferson County,West Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24021,Frederick County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24031,Montgomery County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",11001,District of Columbia,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24017,Charles County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24033,Prince George's County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6436489.0
47930,"Waterbury-Shelton, CT",09140,Naugatuck Valley Planning Region,Connecticut,"Waterbury-Shelton, CT",".Waterbury-Shelton, CT Metro Area",462220.0
47940,"Waterloo-Cedar Falls, IA",19013,Black Hawk County,Iowa,"Waterloo-Cedar Falls, IA",".Waterloo-Cedar Falls, IA Metro Area",170081.0
47940,"Waterloo-Cedar Falls, IA",19017,Bremer County,Iowa,"Waterloo-Cedar Falls, IA",".Waterloo-Cedar Falls, IA Metro Area",170081.0
47940,"Waterloo-Cedar Falls, IA",19075,Grundy County,Iowa,"Waterloo-Cedar Falls, IA",".Waterloo-Cedar Falls, IA Metro Area",170081.0
48060,"Watertown-Fort Drum, NY",36045,Jefferson County,New York,"Watertown-Fort Drum, NY",".Watertown-Fort Drum, NY Metro Area",113140.0
48140,"Wausau, WI",55073,Marathon County,Wisconsin,"Wausau, WI",".Wausau, WI Metro Area",139091.0
48260,"Weirton-Steubenville, WV-OH",39081,Jefferson County,Ohio,"Weirton-Steubenville, WV-OH",".Weirton-Steubenville, WV-OH Metro Area",113239.0
48260,"Weirton-Steubenville, WV-OH",54009,Brooke County,West Virginia,"Weirton-Steubenville, WV-OH",".Weirton-Steubenville, WV-OH Metro Area",113239.0
48260,"Weirton-Steubenville, WV-OH",54029,Hancock County,West Virginia,"Weirton-Steubenville, WV-OH",".Weirton-Steubenville, WV-OH Metro Area",113239.0
48300,"Wenatchee-East Wenatchee, WA",53007,Chelan County,Washington,"Wenatchee-East Wenatchee, WA",".Wenatchee-East Wenatchee, WA Metro Area",127023.0
48300,"Wenatchee-East Wenatchee, WA",53017,Douglas County,Washington,"Wenatchee-East Wenatchee, WA",".Wenatchee-East Wenatchee, WA Metro Area",127023.0
48540,"Wheeling, WV-OH",39013,Belmont County,Ohio,"Wheeling, WV-OH",".Wheeling, WV-OH Metro Area",135136.0
48540,"Wheeling, WV-OH",54051,Marshall County,West Virginia,"Wheeling, WV-OH",".Wheeling, WV-OH Metro Area",135136.0
48540,"Wheeling, WV-OH",54069,Ohio County,West Virginia,"Wheeling, WV-OH",".Wheeling, WV-OH Metro Area",135136.0
48620,"Wichita, KS",20015,Butler County,Kansas,"Wichita, KS",".Wichita, KS Metro Area",661217.0
48620,"Wichita, KS",20079,Harvey County,Kansas,"Wichita, KS",".Wichita, KS Metro Area",661217.0
48620,"Wichita, KS",20173,Sedgwick County,Kansas,"Wichita, KS",".Wichita, KS Metro Area",661217.0
48620,"Wichita, KS",20191,Sumner County,Kansas,"Wichita, KS",".Wichita, KS Metro Area",661217.0
48660,"Wichita Falls, TX",48009,Archer County,Texas,"Wichita Falls, TX",".Wichita Falls, TX Metro Area",149869.0
48660,"Wichita Falls, TX",48077,Clay County,Texas,"Wichita Falls, TX",".Wichita Falls, TX Metro Area",149869.0
48660,"Wichita Falls, TX",48485,Wichita County,Texas,"Wichita Falls, TX",".Wichita Falls, TX Metro Area",149869.0
48680,"Wildwood-The Villages, FL",12119,Sumter County,Florida,"Wildwood-The Villages, FL",".Wildwood-The Villages, FL Metro Area",154693.0
48700,"Williamsport, PA",42081,Lycoming County,Pennsylvania,"Williamsport, PA",".Williamsport, PA Metro Area",113236.0
48900,"Wilmington, NC",37019,Brunswick County,North Carolina,"Wilmington, NC",".Wilmington, NC Metro Area",480522.0
48900,"Wilmington, NC",37129,New Hanover County,North Carolina,"Wilmington, NC",".Wilmington, NC Metro Area",480522.0
48900,"Wilmington, NC",37141,Pender County,North Carolina,"Wilmington, NC",".Wilmington, NC Metro Area",480522.0
49020,"Winchester, VA-WV",51069,Frederick County,Virginia,"Winchester, VA-WV",".Winchester, VA-WV Metro Area",149702.0
49020,"Winchester, VA-WV",51840,Winchester city,Virginia,"Winchester, VA-WV",".Winchester, VA-WV Metro Area",149702.0
49020,"Winchester, VA-WV",54027,Hampshire County,West Virginia,"Winchester, VA-WV",".Winchester, VA-WV Metro Area",149702.0
49180,"Winston-Salem, NC",37057,Davidson County,North Carolina,"Winston-Salem, NC",".Winston-Salem, NC Metro Area",705187.0
49180,"Winston-Salem, NC",37059,Davie County,North Carolina,"Winston-Salem, NC",".Winston-Salem, NC Metro Area",705187.0
49180,"Winston-Salem, NC",37067,Forsyth County,North Carolina,"Winston-Salem, NC",".Winston-Salem, NC Metro Area",705187.0
49180,"Winston-Salem, NC",37169,Stokes County,North Carolina,"Winston-Salem, NC",".Winston-Salem, NC Metro Area",705187.0
49180,"Winston-Salem, NC",37197,Yadkin County,North Carolina,"Winston-Salem, NC",".Winston-Salem, NC Metro Area",705187.0
49340,"Worcester, MA",25027,Worcester County,Massachusetts,"Worcester, MA",".Worcester, MA Metro Area",881248.0
49420,"Yakima, WA",53077,Yakima County,Washington,"Yakima, WA",".Yakima, WA Metro Area",258523.0
49620,"York-Hanover, PA",42133,York County,Pennsylvania,"York-Hanover, PA",".York-Hanover, PA Metro Area",471240.0
49660,"Youngstown-Warren, OH",39099,Mahoning County,Ohio,"Youngstown-Warren, OH",".Youngstown-Warren, OH Metro Area",426086.0
49660,"Youngstown-Warren, OH",39155,Trumbull County,Ohio,"Youngstown-Warren, OH",".Youngstown-Warren, OH Metro Area",426086.0
49700,"Yuba City, CA",06101,Sutter County,California,"Yuba City, CA",".Yuba City, CA Metro Area",186014.0
49700,"Yuba City, CA",06115,Yuba County,California,"Yuba City, CA",".Yuba City, CA Metro Area",186014.0
49740,"Yuma, AZ",04027,Yuma County,Arizona,"Yuma, AZ",".Yuma, AZ Metro Area",220310.0
